car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,present_price,mileage,selling_price
Hyundai Verna,Hyundai,Verna,10,8000,Dealer,Petrol,Manual,1458306,17.01,550000
Hyundai Verna,Hyundai,Verna,10,46000,Dealer,Petrol,Manual,1458306,17.01,495000
Hyundai Verna,Hyundai,Verna,10,54000,Dealer,Petrol,Manual,1350500,17.1,451000
Hyundai Verna,Hyundai,Verna,10,50000,Individual,Diesel,Manual,1458306,16.2,325000
Hyundai Verna,Hyundai,Verna,10,170000,Individual,Diesel,Manual,1561000,22.32,370000
Hyundai Verna,Hyundai,Verna,10,110000,Individual,Diesel,Manual,1569000,22.32,400000
Hyundai Verna,Hyundai,Verna,10,48000,Individual,Diesel,Manual,1579500,16.2,325000
Hyundai Verna,Hyundai,Verna,10,110000,Individual,Diesel,Manual,1609500,22.32,530000
Hyundai Verna,Hyundai,Verna,10,50000,Individual,Petrol,Automatic,1284000,15.74,450000
Hyundai Verna,Hyundai,Verna,10,50000,Individual,Petrol,Manual,1285000,17.01,170000
Hyundai Verna,Hyundai,Verna,10,40000,Individual,Petrol,Manual,1307000,16.2,350000
Hyundai Verna,Hyundai,Verna,10,81000,Individual,Petrol,Manual,1458306,17.1,336000
Jaguar XF,Jaguar,XF,10,70000,Dealer,Diesel,Automatic,6813000,14.74,1550000
Jaguar XF,Jaguar,XF,10,61000,Dealer,Diesel,Automatic,6813000,14.74,1690000
Jaguar XF,Jaguar,XF,10,45000,Individual,Diesel,Automatic,6813000,14.74,2800000
Land Rover Rover,Land Rover,Rover,10,78000,Dealer,Diesel,Automatic,24154943,11.49,3400000
Land Rover Rover,Land Rover,Rover,10,78000,Dealer,Diesel,Automatic,16750000,14.7,2650000
Land Rover Rover,Land Rover,Rover,10,65000,Dealer,Diesel,Automatic,33450000,10.2,2899000
Mahindra Bolero,Mahindra,Bolero,10,47000,Dealer,Diesel,Manual,987000,15.96,440000
Mahindra Bolero,Mahindra,Bolero,10,31000,Dealer,Diesel,Manual,977000,16.5,448000
Mahindra Bolero,Mahindra,Bolero,10,106000,Dealer,Diesel,Manual,977592,13.6,540000
Mahindra Bolero,Mahindra,Bolero,10,73625,Dealer,Diesel,Manual,977000,13.6,378000
Mahindra Bolero,Mahindra,Bolero,10,75000,Dealer,Diesel,Manual,966500,13.6,350000
Mahindra Bolero,Mahindra,Bolero,10,25000,Individual,Diesel,Manual,987000,13.6,350000
Mahindra Bolero,Mahindra,Bolero,10,30000,Individual,Diesel,Manual,987000,13.6,425000
Mahindra Bolero,Mahindra,Bolero,10,46000,Individual,Diesel,Manual,987000,13.6,340000
Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,977592,13.6,450000
Mahindra Bolero,Mahindra,Bolero,10,361446,Individual,Diesel,Manual,1005500,13.6,330000
Mahindra Bolero,Mahindra,Bolero,10,95000,Individual,Diesel,Manual,958500,13.6,330000
Mahindra Bolero,Mahindra,Bolero,10,70000,Individual,Diesel,Manual,922500,13.6,365000
Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,977000,13.6,380000
Mahindra Bolero,Mahindra,Bolero,10,70000,Individual,Diesel,Manual,1005500,13.6,400000
Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,959500,13.6,400000
Mahindra Bolero,Mahindra,Bolero,10,120000,Individual,Diesel,Manual,957000,13.6,450000
Mahindra Bolero,Mahindra,Bolero,10,160000,Individual,Diesel,Manual,959500,13.6,350000
Mahindra Bolero,Mahindra,Bolero,10,70000,Individual,Diesel,Manual,959500,13.6,300000
Mahindra Scorpio,Mahindra,Scorpio,10,88000,Dealer,Diesel,Manual,1655500,13.5,499000
Mahindra Scorpio,Mahindra,Scorpio,10,156000,Dealer,Diesel,Manual,1769000,12.05,565000
Mahindra Scorpio,Mahindra,Scorpio,10,87563,Dealer,Diesel,Manual,1779500,12.05,540000
Mahindra Scorpio,Mahindra,Scorpio,10,65001,Dealer,Diesel,Manual,1745000,12.05,449000
Mahindra Scorpio,Mahindra,Scorpio,10,130311,Dealer,Diesel,Manual,1741000,12.05,385000
Mahindra Scorpio,Mahindra,Scorpio,10,82000,Dealer,Diesel,Manual,1730985,12.05,525000
Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,1751000,12.05,556000
Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,1730985,12.05,465000
Mahindra Scorpio,Mahindra,Scorpio,10,137000,Individual,Diesel,Automatic,1716500,11.79,480000
Mahindra Scorpio,Mahindra,Scorpio,10,230000,Individual,Diesel,Automatic,1742500,11.79,475000
Mahindra Scorpio,Mahindra,Scorpio,10,105000,Individual,Diesel,Manual,1742500,12.05,460000
Mahindra Scorpio,Mahindra,Scorpio,10,60000,Individual,Diesel,Manual,1742500,13.5,400000
Mahindra Scorpio,Mahindra,Scorpio,10,15000,Individual,Diesel,Manual,1697500,15.4,700000
Mahindra Scorpio,Mahindra,Scorpio,10,23000,Individual,Diesel,Manual,1697500,15.4,600000
Mahindra Scorpio,Mahindra,Scorpio,10,205000,Individual,Diesel,Automatic,1707500,11.79,460000
Mahindra Scorpio,Mahindra,Scorpio,10,120000,Individual,Diesel,Manual,1741000,12.05,480000
Mahindra XUV500,Mahindra,XUV500,10,71000,Dealer,Diesel,Manual,1991000,15.1,450000
Mahindra XUV500,Mahindra,XUV500,10,74000,Dealer,Diesel,Manual,2137000,15.1,770000
Maruti Alto,Maruti,Alto,10,57000,Dealer,CNG,Manual,411203,26.83,172000
Maruti Alto,Maruti,Alto,10,11266,Dealer,Petrol,Manual,411203,20.92,235000
Maruti Alto,Maruti,Alto,10,55780,Dealer,Petrol,Manual,411203,20.92,220000
Maruti Alto,Maruti,Alto,10,39513,Dealer,Petrol,Manual,411203,23.95,200000
Maruti Alto,Maruti,Alto,10,52349,Dealer,Petrol,Manual,411203,20.92,214000
Maruti Alto,Maruti,Alto,10,69000,Dealer,Petrol,Manual,411203,19.7,140000
Maruti Alto,Maruti,Alto,10,38643,Dealer,Petrol,Manual,411203,20.92,180000
Maruti Alto,Maruti,Alto,10,53000,Dealer,Petrol,Manual,411203,23.95,235000
Maruti Alto,Maruti,Alto,10,72000,Dealer,Petrol,Manual,411203,19.7,185000
Maruti Alto,Maruti,Alto,10,9000,Dealer,Petrol,Manual,411203,19.7,160000
Maruti Alto,Maruti,Alto,10,49100,Dealer,Petrol,Manual,411203,19.7,155000
Maruti Alto,Maruti,Alto,10,62900,Dealer,Petrol,Manual,411203,20.92,235000
Maruti Alto,Maruti,Alto,10,72715,Dealer,Petrol,Manual,411203,20.92,210000
Maruti Alto,Maruti,Alto,10,29000,Dealer,Petrol,Manual,411203,19.7,180000
Maruti Alto,Maruti,Alto,10,40256,Dealer,Petrol,Manual,411203,19.7,138000
Maruti Alto,Maruti,Alto,10,68203,Dealer,Petrol,Manual,411203,23.95,210000
Maruti Alto,Maruti,Alto,10,115000,Dealer,Petrol,Manual,411203,19.7,125000
Maruti Alto,Maruti,Alto,10,22500,Dealer,Petrol,Manual,411203,19.7,120000
Maruti Alto,Maruti,Alto,10,24895,Dealer,Petrol,Manual,411203,20.92,185000
Maruti Alto,Maruti,Alto,10,64100,Dealer,Petrol,Manual,411203,20.92,210000
Maruti Alto,Maruti,Alto,10,60000,Dealer,Petrol,Manual,411203,20.92,195000
Maruti Alto,Maruti,Alto,10,33111,Dealer,Petrol,Manual,411203,19.7,205000
Maruti Alto,Maruti,Alto,10,22900,Dealer,Petrol,Manual,411203,20.92,215000
Maruti Alto,Maruti,Alto,10,59455,Dealer,Petrol,Manual,411203,19.7,175000
Maruti Alto,Maruti,Alto,10,68000,Dealer,Petrol,Manual,411203,20.92,265000
Maruti Alto,Maruti,Alto,10,72000,Dealer,Petrol,Manual,411203,20.92,260000
Maruti Alto,Maruti,Alto,10,32000,Dealer,Petrol,Manual,411203,20.92,200000
Maruti Alto,Maruti,Alto,10,41000,Dealer,Petrol,Manual,411203,20.92,215000
Maruti Alto,Maruti,Alto,10,30000,Individual,Petrol,Manual,411203,20.92,251000
Maruti Alto,Maruti,Alto,10,40000,Individual,Petrol,Manual,411203,19.7,170000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,411203,20.92,250000
Maruti Alto,Maruti,Alto,10,35000,Individual,Petrol,Manual,411203,20.92,220000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,411203,19.7,185000
Maruti Alto,Maruti,Alto,10,70000,Individual,Petrol,Manual,411203,20.92,180000
Maruti Alto,Maruti,Alto,10,80000,Individual,Petrol,Manual,411203,20.92,250000
Maruti Alto,Maruti,Alto,10,20000,Individual,Petrol,Manual,411203,19.7,170000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,411203,20.92,230000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,411203,19.7,140000
Maruti Alto,Maruti,Alto,10,170000,Individual,Petrol,Manual,411203,19.7,300000
Maruti Alto,Maruti,Alto,10,40000,Individual,Petrol,Manual,411203,20.92,240000
Maruti Alto,Maruti,Alto,10,100000,Individual,Petrol,Manual,411203,20.92,215000
Maruti Alto,Maruti,Alto,10,120000,Individual,Petrol,Manual,411203,20.92,270000
Maruti Alto,Maruti,Alto,10,16300,Individual,Petrol,Manual,411203,19.7,168000
Maruti Alto,Maruti,Alto,10,30000,Individual,Petrol,Manual,411203,19.7,150000
Maruti Alto,Maruti,Alto,10,25000,Individual,Petrol,Manual,411203,19.7,160000
Maruti Alto,Maruti,Alto,10,15000,Individual,Petrol,Manual,411203,19.7,156000
Maruti Alto,Maruti,Alto,10,70000,Individual,Petrol,Manual,411203,20.92,150000
Maruti Alto,Maruti,Alto,10,60000,Individual,Petrol,Manual,411203,20.92,225000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,411203,20.92,275000
Maruti Alto,Maruti,Alto,10,50000,Individual,Petrol,Manual,411203,20.92,145000
Maruti Alto,Maruti,Alto,10,7000,Individual,Petrol,Manual,411203,19.7,150000
Maruti Alto,Maruti,Alto,10,70000,Individual,Petrol,Manual,411203,20.92,165000
Maruti Alto,Maruti,Alto,10,19600,Individual,Petrol,Manual,411203,19.7,190000
Maruti Dzire VXI,Maruti,Dzire VXI,10,48000,Dealer,Petrol,Manual,824000,23.26,266000
Maruti Eeco,Maruti,Eeco,10,58000,Dealer,CNG,Manual,585000,20.88,295000
Maruti Eeco,Maruti,Eeco,10,34304,Dealer,Petrol,Manual,504500,16.11,299000
Maruti Eeco,Maruti,Eeco,10,79345,Dealer,Petrol,Manual,494500,15.37,235000
Maruti Eeco,Maruti,Eeco,10,62000,Dealer,Petrol,Manual,521482,15.37,350000
Maruti Eeco,Maruti,Eeco,10,93456,Dealer,Petrol,Manual,504500,15.37,285000
Maruti Eeco,Maruti,Eeco,10,70000,Dealer,Petrol,Manual,521482,16.11,275000
Maruti Eeco,Maruti,Eeco,10,100000,Individual,Petrol,Manual,469500,15.37,150000
Maruti Swift,Maruti,Swift,10,80500,Dealer,Diesel,Manual,774672,22.9,400000
Maruti Swift,Maruti,Swift,10,40000,Dealer,Diesel,Manual,774672,22.9,300000
Maruti Swift,Maruti,Swift,10,53000,Dealer,Diesel,Manual,774672,22.9,395000
Maruti Swift,Maruti,Swift,10,46700,Dealer,Diesel,Manual,774672,22.9,270000
Maruti Swift,Maruti,Swift,10,133592,Dealer,Diesel,Manual,774672,28.4,360000
Maruti Swift,Maruti,Swift,10,99008,Dealer,Diesel,Manual,774672,22.9,350000
Maruti Swift,Maruti,Swift,10,79815,Dealer,Diesel,Manual,774672,28.4,400000
Maruti Swift,Maruti,Swift,10,88000,Dealer,Diesel,Manual,774672,28.4,265000
Maruti Swift,Maruti,Swift,10,83000,Dealer,Diesel,Manual,774672,22.9,349000
Maruti Swift,Maruti,Swift,10,22000,Dealer,Diesel,Manual,774672,28.4,425000
Maruti Swift,Maruti,Swift,10,22813,Dealer,Diesel,Manual,774672,22.9,450000
Maruti Swift,Maruti,Swift,10,70000,Dealer,Petrol,Manual,785000,18.6,325000
Maruti Swift,Maruti,Swift,10,54688,Dealer,Petrol,Manual,786000,16.1,300000
Maruti Swift,Maruti,Swift,10,32000,Dealer,Petrol,Manual,786000,18.6,350000
Maruti Swift,Maruti,Swift,10,94991,Dealer,Petrol,Manual,774672,18.6,315000
Maruti Swift,Maruti,Swift,10,48634,Dealer,Petrol,Manual,751000,16.6,240000
Maruti Swift,Maruti,Swift,10,53000,Dealer,Petrol,Manual,751000,16.1,275000
Maruti Swift,Maruti,Swift,10,70255,Dealer,Petrol,Manual,756500,16.1,260000
Maruti Swift,Maruti,Swift,10,160000,Individual,Diesel,Manual,774672,17.8,225000
Maruti Swift,Maruti,Swift,10,150000,Individual,Diesel,Manual,774672,17.8,200000
Maruti Swift,Maruti,Swift,10,80000,Individual,Diesel,Manual,774672,22.9,285000
Maruti Swift,Maruti,Swift,10,225000,Individual,Diesel,Manual,774672,22.9,325000
Maruti Swift,Maruti,Swift,10,97000,Individual,Diesel,Manual,774672,22.9,350000
Maruti Swift,Maruti,Swift,10,70000,Individual,Diesel,Manual,774672,22.9,400000
Maruti Swift,Maruti,Swift,10,80000,Individual,Diesel,Manual,774672,22.9,350000
Maruti Swift,Maruti,Swift,10,120000,Individual,Diesel,Manual,774672,22.9,300000
Maruti Swift,Maruti,Swift,10,120000,Individual,Diesel,Manual,774672,22.9,250000
Maruti Swift,Maruti,Swift,10,100000,Individual,Diesel,Manual,774672,17.8,330000
Maruti Swift,Maruti,Swift,10,100000,Individual,Diesel,Manual,774672,22.9,325000
Maruti Swift,Maruti,Swift,10,150000,Individual,Diesel,Manual,774672,22.9,255000
Maruti Swift,Maruti,Swift,10,30000,Individual,Petrol,Manual,786000,16.1,350000
Maruti Swift,Maruti,Swift,10,70000,Individual,Petrol,Manual,752000,16.1,240000
Maruti Swift,Maruti,Swift,10,40000,Individual,Petrol,Manual,765000,16.6,280000
Maruti Swift,Maruti,Swift,10,35000,Individual,Petrol,Manual,751500,18.6,270000
Maruti Swift,Maruti,Swift,10,30000,Individual,Petrol,Manual,765000,16.1,410000
Maruti Swift Dzire,Maruti,Swift Dzire,10,95398,Dealer,Diesel,Manual,832947,19.3,400000
Maruti Swift Dzire,Maruti,Swift Dzire,10,75220,Dealer,Diesel,Manual,832947,19.3,390000
Maruti Swift Dzire,Maruti,Swift Dzire,10,64000,Dealer,Diesel,Manual,832947,19.3,395000
Maruti Swift Dzire,Maruti,Swift Dzire,10,88000,Dealer,Diesel,Manual,832947,19.3,365000
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Dealer,Diesel,Manual,832947,19.3,360000
Maruti Swift Dzire,Maruti,Swift Dzire,10,88000,Dealer,Diesel,Manual,832947,19.3,365000
Maruti Swift Dzire,Maruti,Swift Dzire,10,64000,Dealer,Diesel,Manual,832947,19.3,395000
Maruti Swift Dzire,Maruti,Swift Dzire,10,73704,Dealer,Diesel,Manual,832947,23.4,380000
Maruti Swift Dzire,Maruti,Swift Dzire,10,60682,Dealer,Diesel,Manual,832947,19.3,450000
Maruti Swift Dzire,Maruti,Swift Dzire,10,65000,Dealer,Diesel,Manual,832947,19.3,320000
Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Dealer,Diesel,Manual,832947,19.3,265000
Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Dealer,Diesel,Manual,832947,19.3,260000
Maruti Swift Dzire,Maruti,Swift Dzire,10,89000,Dealer,Diesel,Manual,832947,19.3,360000
Maruti Swift Dzire,Maruti,Swift Dzire,10,85000,Dealer,Diesel,Manual,832947,19.3,340000
Maruti Swift Dzire,Maruti,Swift Dzire,10,35000,Dealer,Petrol,Manual,832947,17.5,350000
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Dealer,Petrol,Manual,861500,21.21,324000
Maruti Swift Dzire,Maruti,Swift Dzire,10,51000,Dealer,Petrol,Manual,861500,17.5,340000
Maruti Swift Dzire,Maruti,Swift Dzire,10,43125,Dealer,Petrol,Manual,825000,20.85,250000
Maruti Swift Dzire,Maruti,Swift Dzire,10,85000,Dealer,Petrol,Manual,832947,19,225000
Maruti Swift Dzire,Maruti,Swift Dzire,10,35955,Dealer,Petrol,Manual,832947,17.5,350000
Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Dealer,Petrol,Manual,824000,17.5,250000
Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Dealer,Petrol,Manual,824000,20.85,235000
Maruti Swift Dzire,Maruti,Swift Dzire,10,44070,Dealer,Petrol,Manual,839000,17.5,345000
Maruti Swift Dzire,Maruti,Swift Dzire,10,80930,Dealer,Petrol,Manual,832947,17.5,400000
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,832947,19.3,350000
Maruti Swift Dzire,Maruti,Swift Dzire,10,86000,Individual,Diesel,Manual,832947,19.3,275000
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,832947,19.3,180000
Maruti Swift Dzire,Maruti,Swift Dzire,10,110000,Individual,Diesel,Manual,832947,19.3,230000
Maruti Swift Dzire,Maruti,Swift Dzire,10,76000,Individual,Diesel,Manual,832947,19.3,385000
Maruti Swift Dzire,Maruti,Swift Dzire,10,90000,Individual,Diesel,Manual,832947,19.3,250000
Maruti Swift Dzire,Maruti,Swift Dzire,10,86000,Individual,Diesel,Manual,832947,19.3,420000
Maruti Swift Dzire,Maruti,Swift Dzire,10,170000,Individual,Diesel,Manual,832947,19.3,270000
Maruti Swift Dzire,Maruti,Swift Dzire,10,180000,Individual,Diesel,Manual,832947,19.3,380000
Maruti Swift Dzire,Maruti,Swift Dzire,10,120000,Individual,Diesel,Manual,832947,19.3,421000
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,869000,17.5,315000
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,839000,17.5,310000
Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,832947,17.5,221000
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,839000,17.5,300000
Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Individual,Petrol,Manual,824000,17.5,220000
Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,824000,17.5,240000
Maruti Wagon R,Maruti,Wagon R,10,64000,Dealer,CNG,Manual,600500,26.2,225000
Maruti Wagon R,Maruti,Wagon R,10,75000,Dealer,CNG,Manual,625000,26.6,275000
Maruti Wagon R,Maruti,Wagon R,10,57000,Dealer,CNG,Manual,619000,26.2,220000
Maruti Wagon R,Maruti,Wagon R,10,78000,Dealer,CNG,Manual,619000,26.2,210000
Maruti Wagon R,Maruti,Wagon R,10,52000,Dealer,CNG,Manual,600500,26.2,210000
Maruti Wagon R,Maruti,Wagon R,10,57000,Dealer,CNG,Manual,600500,26.2,210000
Maruti Wagon R,Maruti,Wagon R,10,76239,Dealer,LPG,Manual,618559,26.2,260000
Maruti Wagon R,Maruti,Wagon R,10,83000,Dealer,Petrol,Manual,595000,18.9,180000
Maruti Wagon R,Maruti,Wagon R,10,53000,Dealer,Petrol,Manual,605000,20.51,275000
Maruti Wagon R,Maruti,Wagon R,10,48000,Dealer,Petrol,Manual,630000,18.9,235000
Maruti Wagon R,Maruti,Wagon R,10,48000,Dealer,Petrol,Manual,630000,21.79,245000
Maruti Wagon R,Maruti,Wagon R,10,50000,Dealer,Petrol,Manual,629500,20.51,275000
Maruti Wagon R,Maruti,Wagon R,10,29000,Dealer,Petrol,Manual,642000,21.79,260000
Maruti Wagon R,Maruti,Wagon R,10,69001,Dealer,Petrol,Manual,628000,17.3,290000
Maruti Wagon R,Maruti,Wagon R,10,78010,Dealer,Petrol,Manual,641000,20.51,309000
Maruti Wagon R,Maruti,Wagon R,10,62000,Dealer,Petrol,Manual,626000,18.9,295000
Maruti Wagon R,Maruti,Wagon R,10,41000,Dealer,Petrol,Manual,618559,20.51,210000
Maruti Wagon R,Maruti,Wagon R,10,71000,Dealer,Petrol,Manual,595000,20.51,220000
Maruti Wagon R,Maruti,Wagon R,10,12000,Dealer,Petrol,Manual,630000,21.5,290000
Maruti Wagon R,Maruti,Wagon R,10,66000,Dealer,Petrol,Manual,618559,18.9,245000
Maruti Wagon R,Maruti,Wagon R,10,32908,Dealer,Petrol,Manual,630000,18.9,250000
Maruti Wagon R,Maruti,Wagon R,10,78562,Dealer,Petrol,Manual,648000,18.9,260000
Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,CNG,Manual,619000,26.2,200000
Maruti Wagon R,Maruti,Wagon R,10,50000,Individual,CNG,Manual,618559,26.2,225000
Maruti Wagon R,Maruti,Wagon R,10,90000,Individual,CNG,Manual,618559,26.2,280000
Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,LPG,Manual,618559,26.2,250000
Maruti Wagon R,Maruti,Wagon R,10,58000,Individual,Petrol,Manual,624000,18.9,250000
Maruti Wagon R,Maruti,Wagon R,10,35000,Individual,Petrol,Manual,641000,18.9,315000
Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,Petrol,Manual,613500,18.9,192000
Maruti Wagon R,Maruti,Wagon R,10,130890,Individual,Petrol,Manual,613500,18.9,160000
Maruti Wagon R,Maruti,Wagon R,10,30000,Individual,Petrol,Manual,613500,18.9,215000
Maruti Wagon R,Maruti,Wagon R,10,60000,Individual,Petrol,Manual,595000,18.9,220000
Maruti Wagon R,Maruti,Wagon R,10,20000,Individual,Petrol,Manual,618559,18.9,250000
Maruti Wagon R,Maruti,Wagon R,10,50000,Individual,Petrol,Manual,667500,18.9,272000
Maruti Wagon R,Maruti,Wagon R,10,97319,Individual,Petrol,Manual,629500,18.9,300000
Maruti Wagon R,Maruti,Wagon R,10,120000,Individual,Petrol,Manual,651500,18.9,275000
Maruti Wagon R,Maruti,Wagon R,10,70000,Individual,Petrol,Manual,605500,18.9,185000
Maruti Wagon R,Maruti,Wagon R,10,40000,Individual,Petrol,Manual,618559,18.9,350000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,45000,Dealer,Diesel,Automatic,5769000,14.94,775000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,58000,Dealer,Diesel,Automatic,5866500,14.94,1090000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,59000,Dealer,Diesel,Automatic,5866500,14.94,925000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,88002,Dealer,Diesel,Automatic,5861500,15.8,1325000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,75000,Dealer,Diesel,Automatic,5866500,14.84,675000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,90000,Dealer,Diesel,Automatic,5861500,14.94,1000000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,72000,Dealer,Diesel,Automatic,5818000,15.8,1275000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,10948,Dealer,Diesel,Automatic,5427500,14.84,1350000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,54000,Dealer,Diesel,Automatic,5769000,14.94,750000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,80000,Dealer,Diesel,Automatic,5769000,19.71,1090000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,110500,Dealer,Petrol,Automatic,252500000,11.74,900000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,67000,Dealer,Petrol,Automatic,246100000,11.74,950000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,59000,Dealer,Petrol,Automatic,252500000,11.74,650000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,40000,Dealer,Petrol,Automatic,252500000,11.74,850000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,22800,Dealer,Petrol,Automatic,267350000,11.74,1350000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,160000,Individual,Diesel,Automatic,5866500,14.84,700000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,10,60000,Individual,Petrol,Automatic,243700000,11.74,900000
Mercedes-Benz CLS,Mercedes-Benz,CLS,10,70000,Dealer,Diesel,Automatic,10300000,19.4,1100000
Mercedes-Benz CLS,Mercedes-Benz,CLS,10,103000,Dealer,Diesel,Automatic,10160000,19.4,700000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,98000,Dealer,Diesel,Automatic,8473000,14.21,700000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,40000,Dealer,Diesel,Automatic,8106000,10,1450000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,66000,Dealer,Diesel,Automatic,8617000,14.21,925000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000,Dealer,Diesel,Automatic,8617000,14.21,1125000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,46001,Dealer,Diesel,Automatic,8505000,14.21,1650000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,75000,Dealer,Diesel,Automatic,8545000,14.21,1575000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,49000,Dealer,Diesel,Automatic,7970000,14.21,999000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,55000,Dealer,Diesel,Automatic,8473000,14.21,950000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,64332,Dealer,Diesel,Automatic,8473000,14.21,1050000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,56000,Dealer,Diesel,Automatic,8617000,14.21,1235000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,55000,Dealer,Diesel,Automatic,8617000,14.21,1299000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,57000,Dealer,Diesel,Automatic,8617000,14.21,1045000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,50000,Dealer,Diesel,Automatic,8974500,14.21,1450000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,60000,Dealer,Petrol,Manual,370050000,12.3,890000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,46000,Dealer,Petrol,Automatic,379450000,10.93,1250000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,74024,Dealer,Petrol,Automatic,82829633,12.3,1095000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,83000,Dealer,Petrol,Automatic,82829633,12,1070000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,40000,Individual,Diesel,Automatic,8617000,14.21,1050000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,70000,Individual,Diesel,Automatic,8545000,11.5,1800000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,10,100000,Individual,Petrol,Manual,382250000,12.3,950000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,90000,Dealer,Diesel,Automatic,17600000,13.5,1839000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,82000,Dealer,Diesel,Automatic,17350000,13.5,2450000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,49000,Dealer,Diesel,Automatic,17500000,13.5,1700000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,57000,Dealer,Petrol,Automatic,20608571,10.13,1850000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,10,70000,Dealer,Petrol,Automatic,24800000,7.81,2275000
Nissan X-Trail,Nissan,X-Trail,10,110000,Individual,Diesel,Manual,2276000,14.42,1100000
Skoda Superb,Skoda,Superb,10,83000,Dealer,Diesel,Automatic,3770873,17.2,675000
Skoda Superb,Skoda,Superb,10,75000,Dealer,Diesel,Automatic,3770873,17.2,725000
